,id,label,text,triple
68,6161.json,False,U.S. Rep. Phil Gingrey gave the government the power to electronically spy on Americans without a warrant.,
69,2526.json,False,Alex Sink funneled three quarters of a million dollars in nobid contracts to Bank of America.,
70,3786.json,True,"If you take the population growth here in Virginia, we are net zero on job creation since Bob McDonnell became governor.",
71,6697.json,False,"Under Obama, home values in Florida collapsed, construction jobs were lost and the state had a high foreclosure rate.",
72,1738.json,True,The new Arizona immigration law says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person.,
73,7425.json,True,The only time in our history when the debt has been higher than this was the end of World War II.,
74,10039.json,True,The cost of health care is now the singlebiggest factor driving down the federal budget deficit.,
75,2166.json,True,"During the recession, the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent.",
76,1978.json,False,On whether a U.S. Supreme Court nominee should be forthcoming at confirmation hearings.,
77,3005.json,False,Says one out of three U.S. homeless men is a veteran.,
78,9165.json,False,Says Charlie Crist supports cuts to the Medicare Advantage program.,
79,2109.json,True,I think it is unacceptable for the Chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of Europe put together  forget the United States.,
80,10053.json,True,Says Scott Brown cosponsored legislation to let employers deny women coverage for birth control.,
81,9613.json,True,"At some point in their lives, 99 of women use birth control.",
82,3146.json,False,"In the past 20 years, Egypt has made great strides in political and democratic reform.",
83,8755.json,False,The amount of attention paid this week to Chris Christie makes the coverage of Benghazi ... pale in significance.,
84,9989.json,True,Says U.S. Rep. Steve Southerland voted to keep the shutdown going.,
85,2044.json,True,"In Rick Perrys Texas, we import nurses ... from other countries.",
86,11657.json,True,There is a federal criminal law that says its a crime to transport dentures across state lines.,
87,11131.json,True,We built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders.,
88,767.json,False,Sen. McCains tax plan provides virtually nothing to the middle class.,
89,10263.json,False,Austin is burdened by the fastestgrowing tax increases of any major city in the nation.,
90,1969.json,False,"Phoenix, Arizona, is the No. 2 kidnapping capital of the world.",
91,10386.json,True,I belong to the AFLCIO.,
92,2020.json,True,The insurance commissioner cant do squat about health care.,
93,4264.json,True,Says a poll found him the only Republican candidate who could beat Barack Obama in Texas  and by eight points.,
94,6359.json,False,"President Ronald Reagan sent troops into conflict only in one circumstance, which was in Grenada We were in a peacekeeping setting in Lebanon.",
95,8931.json,False,Says David Jolly supports privatizing Social Security.,
96,9213.json,True,Did you know US population growth is at its lowest since the Great Depression?,
97,7599.json,True,"The average student in Florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones.",
98,7258.json,True,"Since 1968, more Americans have died from gunfire than died in all the wars of this countrys history.",
99,7128.json,True,A foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender.,
100,5667.json,False,The Florida Department of Agricultures website FreshFromFlorida.com can be used to get a permit to carry a loaded hidden gun without ever leaving your house.,
101,4170.json,False,"The Atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.",
102,10072.json,True,"Raising the minimum wage to 10.10 an hour, would help lift over a million Americans out of poverty.",
103,10624.json,True,"Says Secretary of State John Kerry, when he was a senator, flew to Managua and met with a communist dictator there, Daniel Ortega, and accused the Reagan administration of engaging in terrorism.",
104,13142.json,False,"NATO is opening up a major terror division. ... Im sure Im not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO.",
105,338.json,True,Sen. Obama has always had a 100 percent prochoice rating.,
106,7848.json,True,"Since Gina Raimondo took office, investment fees on the states pension portfolio have gone up from about 12 million annually to about 50 million.",
107,2820.json,True,The federal debt is growing by more than 4 billion a day.,
108,4456.json,True,"Under President Barack Obamas jobs bill, states would no longer have to lay off teachers, firefighters and police officers.",
109,7796.json,False,"Of our 98,000 teachers who are K12, over 53,000 of those teachers today are over 50 years old.",
110,7467.json,True,Twothirds of Wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions.,
111,8654.json,True,"Under President Obamas healthcare reforms, the premium for an average plan for a family didnt go down by 2,500 per year, its gone up about 2,500 per year.",
112,9492.json,True,"The IRS also investigated liberal groups, groups that had progressive in their name. ... The IRS was basically looking at everybody.",
113,6895.json,False,Says Obama promised unemployment would never go above 8 percent.,
114,10423.json,True,The economy is creating jobs at the fastest pace since 1999.,
115,6767.json,True,President Obama decided not to meet with Prime Minister Benjamin Netanyahu in New York.,
116,11043.json,True,"In a majority of states, you can now marry freely, but can still be fired for who you love.",
117,4357.json,False,Say Oregon Reps. Peter DeFazio and Earl Blumenauer are socialists who are openly serving in the U.S. Congress.,
118,162.json,False,Rudy Giuliani is probably the most underqualified man since George Bush to seek the presidency.,
119,10768.json,False,"About half of the presidents have been governors half of them, senators.",
120,12593.json,True,"After Britains vote to leave the European Union, within 24 hours, Americans lost 100 billion from our 401ks.",
121,8164.json,True,"Medicaid spending declined by 1.9 percent in 2012, the second such decline in 47 years.",
122,6520.json,True,Says 88 Texas constables have died in the line of duty.,
123,9500.json,True,"Gov. Rick Scott cut the cost of prepaid college tuition by nearly 20,000.",
124,4629.json,True,"The city of Columbus would save 41 million a year if employees had to contribute to their own, guaranteedcheck pensions.",
125,1593.json,True,"As Floridas CFO, I shut down Krakows scam and refunded more than 1.2 million to Josephine and other victims of this con man.",
126,10560.json,True,You had more women getting computer sciences degrees in the 80s by a factor of 2plus than you do now.,
127,7555.json,False,The Air Force wants taxpayers to fund a fantasy football league.,
128,6777.json,False,Barack Hussein Obama will ... force courts to accept Islamic Sharia law in domestic disputes.,
129,11385.json,True,About 3 percent of murders and crimes are committed with guns from people who actually legally purchase those guns.,
130,3836.json,True,Some neighborhood schools are closing.,
131,325.json,True,He told gay organizers in Massachusetts he would be a stronger advocate for special rights than even Ted Kennedy.,
132,2555.json,True,"The years that I was speaker, the Florida House consistently offered leaner budgets than the governor offered.",
133,7803.json,False,"We are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.",
134,8985.json,True,Says the U.S. Supreme Court found that Social Security is not guaranteed.,
135,12021.json,False,SaysMichael Bennet wants to close Guantanamo Bay prisonand bring terrorists right here to Colorado.,
136,2932.json,True,Oregonians have an amazing nocost way to fight abortion with free political donations,
137,11486.json,False,"The president said hes going to bring in 250,000 Syrian and Iraqi refugees into this country.",
138,7324.json,False,"Research shows that a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and thats what they support.",
139,4884.json,True,Newt Gingrichs immigration plan offers a new doorway to amnesty.,
140,2257.json,False,Mr. Caprio is a career politician who has never worked in the private sector.,
141,8019.json,False,"In Rhode Island, 9 percent of workers use the states temporary disability insurance program each year while in New Jersey, the rate is only 3 percent.",
142,10947.json,True,"In just 17 years, spending for Social Security, federal health care and interest on the debt will exceed ALL tax revenue!",
143,12014.json,True,President Obama took more money from Wall Street in the 2008 campaign than anybody ever had.,
144,13241.json,True,Donald Trump has said nuclear proliferation is OK.,
145,445.json,True,"Hillary Clinton has taken over 800,000 from lobbyists.",
146,6588.json,False,Barack Obama has never even worked in business.,
147,1835.json,True,Says the Arizona immigration law expressly bans racial profiling.,
148,3782.json,False,Says Gov. Rick Perry has been begging for the federal government to send the Coast Guard to patrol two lakes on the U.S.Mexico border.,
149,11536.json,False,"On the VA Over 300,000 veterans have died waiting for care.",
150,6827.json,True,Were now spending 42 percent of our economy on government.,
151,5236.json,False,Rob Cornilles supports privatizing Medicare.,
152,9230.json,False,"In 2005, Dan Branch tried to expand thirdtrimester abortions in Texas.",
153,2869.json,True,We Democrats have made steady progress creating jobs and improving our schools.,
154,3864.json,False,Michigan and Massachusetts raised their bottle deposit and could no longer afford the program because the redemptions were so high there was no profit in there.,
155,3054.json,True,"Whether you like to admit it or not, half our general revenue goes to education.",
156,2367.json,False,Im the only one whos fought against developers draining the Everglades!,
157,13432.json,True,Says Ron Johnson calls Social Security a Ponzi scheme and wants to privatize the program.,
158,12237.json,True,"There are 31 other states and 10,000 other cities that have the same type of policies that we just passed, referring to North Carolinas House Bill 2.",
159,11582.json,False,Climate change is directly related to the growth of terrorism.,
160,4453.json,False,The jobs bill includes President Obamas tax on soup kitchens,
161,6898.json,False,Says the Obama administration spent taxpayer dollars on electric cars in Finland and windmills in China.,
162,704.json,True,While Sarah was Mayor of Wasilla she tried to fire our highly respected City Librarian because the Librarian refused to consider removing from the library some books that Sarah wanted removed.,
163,10887.json,True,"If Milwaukee approves reducing its maximum forfeiture for marijuana possession to 50, the city would have 23 different bicycle violations that have a higher forfeiture.",
164,11828.json,False,We have more illegal immigrants here than we did five years ago.,
165,4504.json,False,Says Rick Perry wrote a letter supporting Hillarycare.,
166,9561.json,False,The U.S. Patent and Trademark Office received zero complaints about the Washington Redskins name.,
167,1441.json,False,"The presidents health care proposals will cause most Americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.",
168,12683.json,True,Mexican immigrants are more lawabiding than U.S. citizens and that is a statistic.,
169,7295.json,True,Says Chris Christie vetoed a jobs package of 30 bills.,
170,9554.json,True,There are already more American jobs in the solar industry than in coal mining.,
171,2576.json,True,Says Illinois gubernatorial candidate Bill Bradys first priority after winning the primary was to sponsor a bill that would masseuthanize sheltered dogs and cats in gas chambers.,
172,2954.json,True,Barack Obama is in an economy thats only worsened since hes been president of the United States.,
173,81.json,True,Romney failed to take action against sanctuary cities in Massachusetts.,
174,5288.json,True,"Says New Jersey is down nearly 200,000 jobs from its prerecession peak and with Gov. Chris Christie New Jersey has trailed the rest of America when it comes to unemployment for 12 consecutive months.",
175,10142.json,False,Says Thomas Eric Duncan came into the United States with an elevated temperature.,
176,8754.json,True,We have been in Afghanistan longer now than we have been in any foreign land conducting a war in our nations history.,
177,3776.json,True,Gas prices have gone up 2 since Obama took office.,
178,2537.json,True,Webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.,
179,4681.json,True,Says judges get better benefits at a lower cost than everybody else in the state.,
180,5524.json,True,There are a lot of casinos across the country that have gone bankrupt.,
181,5044.json,True,Small businesses create 70 percent of the jobs in America.,
182,1266.json,True,Seniors with coverage under Medicare Advantage will give up more than their share because of health care reform,
183,8090.json,True,"Over 12,000 school kids were arrested in Florida. It makes Florida the nations leader in that area.",
184,13069.json,True,If Texas were a country our economy would rank  10...in the WORLD.,
185,6969.json,False,There are more oil rigs in operation in the United States than the rest of the world combined.,
186,8733.json,True,"Payday lenders profit from the poor by charging 1,000plus percent interest.",
187,7785.json,True,"The Social Security trust fund is sound. Without anything being done, it would function well into 2038 and even after that time with no changes, we could pay 80 percent of the benefits that people have earned.",
188,2802.json,True,It is a commitment voters take very seriously The only incumbent in Ohio to break his Pledge and vote for Ted Stricklands income tax hike was defeated soundly on Tuesday.,
189,8370.json,False,The Obama administration shut down the Amber Alert program because of the government shutdown.,
190,2269.json,True,The Republicans have 2 percent of the Muslim vote.,
191,7243.json,True,"We see Americas prison population exploding, with America having a greater percentage of its people behind bars than any other nation in the world!",
192,3333.json,False,"Says that in a hearing, Rep. Gabrielle Giffords suggested to Gen. David Petraeus that the Army put more emphasis on less environmentally damaging methods, like stabbing or clubbing enemy forces in order to minimize the carbon output.",
193,9289.json,True,"Every single one of the 41 Republican senators who just blocked a raise in the minimum wage will receive a 2,800 costofliving adjustment on January 1, 2015.",
194,1053.json,True,"In Texas, the No. 1 name for new male babies many of whom will vote one day is Jose.",
195,11731.json,True,Marco Rubio voted against authorizing President Obama to strike Syria after Assad used chemical weapons on his own people.,
196,1059.json,False,"Under the Cash for Clunkers program, all weve got to do is ... go to a local junkyard, all youve got to do is tow it to your house. And youre going to get 4,500.",
197,11886.json,False,Not one Republican has the guts to recognize that climate change is real.,
198,11844.json,True,"While our people work longer hours for lower wages, almost all new income goes to the top 1 percent.",
199,5312.json,False,David Dewhurst has a record of promoting an income tax.,
200,4368.json,True,Point Pleasant Beach does not own its beaches they are privately owned and operated by businesses such as Jenkinsons,
201,1354.json,False,"In the past year, more than 20 percent of Americans have changed their mind about the war in Afghanistan. They conclude we shouldnt be there.",
202,3003.json,False,"In the last five years, 28,000 people have been killed along the U.S.Mexico border.",
203,6265.json,False,The state of Ohio has one of the lowest unemployment rates in the nation right now and is leading the pack in terms of job creation.,
204,5689.json,False,Says Obama health reform law denies millions access to affordable insurance.,
205,13370.json,False,Says HB2 hasnt moved the needle one iota on North Carolinas economy.,
206,2347.json,False,Close to 30 of our federal prison population consists of illegal immigrants.,
207,7476.json,False,Says Rick Scott called education not a core function of the state.,
208,11636.json,False,"The Family Research Council, according to some government agencies, is a terrorist group.",
209,2550.json,True,"Says Rep. Jim Weidner proposed a bill taking away health care for 80,000 of Oregons children.",
210,7123.json,True,Says that in the 1985 election former Gov. Tom Kean had the largest winning margin for a gubernatorial candidate in Jersey history.,
211,6289.json,False,Obamacare is the biggest tax increase in American history.,
212,772.json,True,You ... said that Barack Obama was not ready to be commander in chief.,
213,8766.json,True,"The median male worker in this country has not seen a raise, inflation adjusted, for 30 years, basically.",
214,2332.json,False,Milwaukee Mayor Tom Barrett has held the line on property taxes.,
215,10764.json,True,Im the only member of the House of Representatives who raised most of his campaign funds in the last election from small contributions of less than 200.,
216,7261.json,True,"Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support.",
217,6780.json,False,Josh Mandel is lying about his own record. The rating of Ohios investment fund has NOT improved.,
218,9837.json,True,"Rick Scott took 200,000 from a family that leased land for drilling and now he is trying to hide from it.",
219,4267.json,True,On how money from a possible lease of the Ohio Turnpike would be used,
220,1434.json,True,"At the beginning of the last decade ... America had a budget surplus of over 200 billion. By the time I took office, we had a oneyear deficit of over 1 trillion and projected deficits of 8 trillion over the next decade.",
221,8050.json,True,"The president has had 1,540 of his nominations confirmed, only four defeated.",
222,2258.json,True,U.S. taxpayers are being forced to fund Feisal Abdul Raufs trip to the Middle East.,
223,9672.json,False,"Milwaukee County taxpayers paid 370,000 to settle a lawsuit over a decision by Sheriff David A. Clarke Jr. to use untrained corrections officers rather than deputies to patrol the lakefront.",
224,13380.json,True,There are Justice Department policies against FBI Director James Comey discussing details of a federal investigation so close to an election.,
225,1419.json,True,Democratic presidents have been considerably more effective at creating privatesector jobs.,
226,681.json,True,Joe Biden voted against the first Gulf War. He opposed the surge. He wanted to partition Iraq.,
227,6693.json,False,Says Rush Limbaugh made it clear hed rather see the country fail than President Barack Obama succeed.,
228,827.json,True,One percent of the American people make over 21 percent of all the income in America. That wasnt the way before George Bush became president.,
229,1800.json,True,Military recruiting went on at Harvard every single day throughout the time Kagan was there.,
230,7754.json,True,"Says that under Rick Perrys plan, Texas has cut funding for public schools by 25.",
231,10113.json,True,"Says David Perdue wants to abolish the U.S. Department of Education, which would cost Georgia schools 1 billion a year and eliminate millions in student loans.",
232,3806.json,True,The Paul Ryan budget proposal would privatize Medicare.,
233,6881.json,True,High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.,
234,5857.json,True,The United States imprisons more than any nation in the world.,
235,11690.json,False,Says Marco Rubio is the one for an open border.,
236,10570.json,True,"...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.",
237,9881.json,False,Says cuts to Medicare affect people who have already paid in. We paid for it.,
238,9133.json,False,David Alameel is giving thousands of dollars to support the Republican Party candidates including John Cornyn and Greg Abbott.,
239,4811.json,True,The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,
240,4317.json,False,Providences port is 200 miles closer to Europe than any other Eastern port.,
241,5627.json,True,Says you need a photo ID to purchase Sudafed in Texas.,
242,4812.json,True,Twenty percent of housing in Portlands Pearl District is affordable.,
243,4327.json,True,"Says allowing the payroll tax holiday to expire would end up costing another estimated 900,000 jobs in 2012.",
244,451.json,True,Hillary Clinton supported NAFTA and permanent China trade. Pennsylvania lost thousands of jobs.,
245,4102.json,True,Numerous studies have shown that these socalled righttowork laws do not generate jobs and economic growth.,
246,975.json,True,"Obamas budget plan would take national debt up to about 80 percent of gross national product. ... Historically, its been about 40 percent.",
247,13026.json,False,Says Hillary Clinton said the Veterans Affairs scandal is overexaggerated. She said she was satisfied with what was going on.,
248,11772.json,False,We now have driven health care costs down to the lowest theyve been in 50 years.,
249,1486.json,True,President Barack Obamas initial response when we heard about the Christmas underwear bomber was to say that this was the act of an isolated extremist.,
250,3391.json,True,"Says Sen. Sherrod Brown admitted that his 787 billion stimulus law failed and after specifically attacking Republicans for wanting to lower Americans taxes, he now claims that his stimulus bill didnt do enough to lower taxes.",
251,1226.json,True,"In the 1950s, A lot of people got rich and they had to pay a top tax rate of 90 percent.",
252,11656.json,True,"The Charleston, S.C., shootershould have never been given a gun, but the universal background check was not fast enough.",
253,240.json,False,Sixtyfive percent of the Iraqi people now say its okay to shoot an American soldier.,
254,3197.json,False,Twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional.,
255,5297.json,True,Says Gov. Chris Christies proposal to reduce state income taxes would be the second tax cut for the rich by the governor in two years.,
256,968.json,True,Warren Buffett still does support me.,
257,5922.json,True,Says George LeMieux was one of two Republicans who voted for President Barack Obamas jobs bill.,
258,7108.json,False,A precinct in the Allen WestPatrick Murphy recount has 7 registered voters in Guatemalan community and the tally showed 900 voted!!!!!,
259,5813.json,True,"About 230,000 people that were on unemployment when I took office are not on unemployment now.",
260,7884.json,False,"One person, Kathleen Sebelius, was going to determine whether or not 10yearold lung patient Sarah Murnaghan would live or die.",
261,2411.json,False,Ron Klein repeatedly voted in favor of amnesty for illegal immigrants.,
262,8428.json,False,Local law enforcement . . . will have access to the Obamacare Data Hubs treasure trove of personal info.,
263,1391.json,True,"During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years.",
264,11668.json,False,Barack Obamas Columbia University ID says he was a foreign student and went by Barry Soetoro.,
265,490.json,False,"John McCain, one of the richest people in a Senate filled with millionaires, says the solution to the housing crisis is for people to get a second job and skip their vacations.",
266,8489.json,False,"Terry McAuliffe wants to raise your taxes 1,700 to pay for his infinite promises.",
267,12446.json,True,"Hypocrisy at the Clinton Foundation Top male staff made on average 218,029 while top female staff made 153,014 from 20102014.",
268,7233.json,True,"Since the federal Violence Against Women Act was adopted in 1994, cases of domestic violence have fallen by 67 percent.",
269,1775.json,True,Says federal law enforcement officers cut off questioning of the Christmas Day underwear bomber by giving him a Miranda warning after 30 minutes of questioning.,
270,1347.json,True,On legalizing illegal immigrants.,
271,4649.json,True,Nearly half of all pregnancies in the U.S. are unintended.,
272,534.json,True,We are borrowing Saudi money for Saudi oil with the result being dependency and debt.,
273,5387.json,True,"Says there are homes for sale on and around Oswego Lake right now for under 150,000 that anyone is welcome to buy.",
274,2248.json,True,"Since the president became the president, we have lost 3.3 million jobs in the private sector. But you know whos done OK and whos not complaining today? The public sector. Weve gained 590,000 public sector jobs.",
275,2032.json,False,The top 1 percent pay over half of the entire revenue for this country.,
276,10356.json,False,The difference over the previous four years between where things were headed and where we brought them to over the last four years is a total of 816 in saved property tax money.,
277,8385.json,True,Chris Christie has not increased the taxes on anyone.,
278,7386.json,False,The United States does not have a system through which growers and dairies can bring a workforce legally into the U.S.,
279,3195.json,False,Says he never said he would keep education funding the same.,
280,12497.json,True,"Since 1978, college tuition nationwide has gone up something like four times the rate of inflation.",
281,13293.json,True,"Says Sen. Rob Portman said, It would be irresponsible not to cut Medicare.",
282,4893.json,True,"Most of, if not all of, the DeKalb school construction projects always came in on or were under budget.",
283,689.json,False,Palin supported rightwing extremist Pat Buchanan for president in 2000.,
284,4896.json,False,Says Sen. Sherrod Brown voted to block American energy production and increase energy taxes.,
285,9465.json,False,Says Jeanne Shaheen voted for a measure that would have amounted to a new national energy tax.,
286,7303.json,True,"Washington, D.C., had some of the strictest gun laws in the country. And when they passed them, violence skyrocketed.",
287,6627.json,True,Seven presidents before Barack Obama  Republicans and Democrats  tried to expand health care to all Americans.,
288,5429.json,False,"While fighting a move to toughen penalties for workplace gender discrimination, state Sen. Glenn Grothman said he didnt believe women belonged in the workplace but belonged at home, cooking and cleaning and having babies.",
289,5852.json,False,"If you put the 47 billion in revenue raised over 10 years by the Buffett rule into infrastructure you could create 611,000 infrastructure jobs.",
290,5043.json,False,What is the proper collective noun for a group of baboons? Believe it or not . . . a Congress!,
291,599.json,True,I have repeatedly said that many of the predatory loans that were made in the mortgage system did target AfricanAmerican and Latino communities.,
292,10411.json,True,"Starting in December 2007, 1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs.",
293,3809.json,False,The health reform legislation which Washington passed last year has made it more difficult to hire because its increased costs for employers.,
294,3928.json,False,"The CBO, the Congressional Budget Office has said that Obamacare will kill 800,000 jobs.",
295,135.json,False,"Thompson voted against 250,000 caps on damages and almost anything that would make our legal system fairer.",
296,10580.json,False,Texas this fiscal year will have more money in reserve than the other 49 states combined.,
297,610.json,False,On using the Strategic Petroleum Reserve.,
298,7916.json,True,Immigrants are more fertile.,
299,1665.json,True,The proposed education changes will not cut one teachers pay.,
300,1659.json,False,The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006.,
301,8601.json,True,Firearms homicides are down about 40 percent since Texas passed concealedgun permit law.,
302,8004.json,False,Upwards of 90 percent of women seeking an abortion decide not to have an abortion after seeing an ultrasound.,
303,4347.json,False,We spend less on defense today as  of GDP than at any time since Pearl Harbor.,
304,256.json,True,If you got rid of the income tax today youd have about as much revenue as we had 10 years ago.,
305,2750.json,True,"Says Scott Walker wants to ban common forms of birth control, including the pill.",
306,12356.json,False,Jason Kander supports Obamas plan to bring the remaining suspected terrorists to U.S. soil.,
